File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF856UKF	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF787VVE, ENCFF992CZQ	3585107	ENCODE Processing Pipeline	2769c8bc462102ff8ec75457b8a5348d		https://www.encodeproject.org/files/ENCFF856UKF/@@download/ENCFF856UKF.bed.gz	GRCh38				archived	s3://encode-public/2016/10/23/2f7ae39b-d078-4176-8804-e1d2cb643a72/ENCFF856UKF.bed.gz				
ENCFF067IWG	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF935GAA, ENCFF992CZQ	1211969	ENCODE Processing Pipeline	5c9380c9842b52fe9e0361b5c3e982a8		https://www.encodeproject.org/files/ENCFF067IWG/@@download/ENCFF067IWG.bed.gz	GRCh38				archived	s3://encode-public/2016/10/23/c06feff6-32e2-4d8e-a0ac-b4186deef263/ENCFF067IWG.bed.gz				
ENCFF857QWC	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF163ZHO, ENCFF981CFE	3575484	ENCODE Processing Pipeline	50192a7d431a912fb8d4ec135a4d5251		https://www.encodeproject.org/files/ENCFF857QWC/@@download/ENCFF857QWC.bed.gz	hg19				archived	s3://encode-public/2016/10/24/e84cd491-ed6f-4a35-b1f4-0de13043a6f5/ENCFF857QWC.bed.gz				
ENCFF685XBT	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF163ZHO, ENCFF201STH	1209222	ENCODE Processing Pipeline	5f6b4dd820fddf4f11350dadf9e430ba		https://www.encodeproject.org/files/ENCFF685XBT/@@download/ENCFF685XBT.bed.gz	hg19				archived	s3://encode-public/2016/10/24/dacc350b-2ab3-4ad0-a877-e189b2e2c596/ENCFF685XBT.bed.gz				
ENCFF863BXZ	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF933PEB, ENCFF967OQF	3684382	ENCODE Processing Pipeline	d0819d8b970fe7e12a80f9545fc568f0		https://www.encodeproject.org/files/ENCFF863BXZ/@@download/ENCFF863BXZ.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/d1f11875-9332-4185-99c9-d7035c2e4732/ENCFF863BXZ.bed.gz				
ENCFF160EBT	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF699MPT, ENCFF967OQF	1248628	ENCODE Processing Pipeline	10d66b972f0186f04c718eb5b9f0917c		https://www.encodeproject.org/files/ENCFF160EBT/@@download/ENCFF160EBT.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/c7acd7ef-7f89-4214-89ef-595e632b7ef7/ENCFF160EBT.bed.gz				
ENCFF053HTN	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF390DNP, ENCFF571VMT	3673027	ENCODE Processing Pipeline	be7efd339aeb6d303363066a47183ae3		https://www.encodeproject.org/files/ENCFF053HTN/@@download/ENCFF053HTN.bed.gz	hg19				archived	s3://encode-public/2017/09/06/c6ffc122-26ce-4508-9c03-bd9ee2533bbf/ENCFF053HTN.bed.gz				
ENCFF810ZKH	bed narrowPeak	peaks	ENCSR000END	DNase-seq	CL:0002536	amniotic epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF390DNP, ENCFF884UFS	1247157	ENCODE Processing Pipeline	e84cb703b37e796fb1bd180b99832c25		https://www.encodeproject.org/files/ENCFF810ZKH/@@download/ENCFF810ZKH.bed.gz	hg19				archived	s3://encode-public/2017/09/06/c23d88d6-1c42-4aeb-be0b-f9e2bf5dabbc/ENCFF810ZKH.bed.gz				
ENCFF001SPJ	bed narrowPeak	peaks	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE												3339724	Gregory Crawford, Duke	6884a070f66a9765b270da13727e4736		https://www.encodeproject.org/files/ENCFF001SPJ/@@download/ENCFF001SPJ.bed.gz	hg19				archived	s3://encode-public/2012/09/01/ef5d7f80-1291-4b40-8f63-8172307d188b/ENCFF001SPJ.narrowPeak.gz				
ENCFF001UXJ	bed narrowPeak	peaks	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE												2635389	Gregory Crawford, Duke	27c06ab2de2e861f0e30278567c235b4		https://www.encodeproject.org/files/ENCFF001UXJ/@@download/ENCFF001UXJ.bed.gz	hg19				archived	s3://encode-public/2011/01/11/a4a30a94-51e7-452c-a484-74bbee33ebbf/ENCFF001UXJ.narrowPeak.gz				
ENCFF012SEI	bed narrowPeak	peaks	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF889WZF, ENCFF967OQF	8922046	ENCODE Processing Pipeline	5a8e02fba704d3dfd86b9a9fb275585c		https://www.encodeproject.org/files/ENCFF012SEI/@@download/ENCFF012SEI.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/0c00d8c5-c7e4-47b3-84d0-6b819e43733a/ENCFF012SEI.bed.gz				
ENCFF573CUG	bed narrowPeak	peaks	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF390DNP, ENCFF933ZOD	8924170	ENCODE Processing Pipeline	53ba4a9954bc82735adc964a53b84e59		https://www.encodeproject.org/files/ENCFF573CUG/@@download/ENCFF573CUG.bed.gz	hg19				released	s3://encode-public/2018/05/16/32969c4e-7a1d-472e-b7e7-a28f2be0d597/ENCFF573CUG.bed.gz				
ENCFF510LHV	bed narrowPeak	peaks	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF889WZF, ENCFF967OQF	8925889	ENCODE Processing Pipeline	8801732085a5e95fde5b3c9892c3b729		https://www.encodeproject.org/files/ENCFF510LHV/@@download/ENCFF510LHV.bed.gz	GRCh38				archived	s3://encode-public/2017/10/03/484a53db-982f-4454-b22e-52c59b5e7725/ENCFF510LHV.bed.gz				
ENCFF071KIB	bed narrowPeak	peaks	ENCSR000ELJ	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF390DNP, ENCFF933ZOD	8923413	ENCODE Processing Pipeline	3a4beb51de618e5cd6bfd683fb9f6643		https://www.encodeproject.org/files/ENCFF071KIB/@@download/ENCFF071KIB.bed.gz	hg19				archived	s3://encode-public/2017/10/06/7e11a1f7-c26a-4a8d-a4a0-cc2183c22d5b/ENCFF071KIB.bed.gz				
ENCFF001UZB	bed narrowPeak	peaks	ENCSR000DBT	FAIRE-seq	CL:0000127	astrocyte	primary cell	Homo sapiens											DNA		see document	see document		False	2011-03-21	ENCODE				1, 2							ENCFF000TOA, ENCFF000TOB	3890847	Jason Lieb, UNC	24e98d614c2735db3123fdf503582572		https://www.encodeproject.org/files/ENCFF001UZB/@@download/ENCFF001UZB.bed.gz	hg19				released	s3://encode-public/2011/01/18/08f1ecaf-031e-4345-bbcf-77505ea4de51/ENCFF001UZB.narrowPeak.gz				
ENCFF925OKW	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF365ZEE, ENCFF967OQF	1112724	ENCODE Processing Pipeline	9702410d116bc99de7210ecff22ffc74		https://www.encodeproject.org/files/ENCFF925OKW/@@download/ENCFF925OKW.bed.gz	GRCh38				released	s3://encode-public/2018/05/09/b6d17953-7f2c-49e1-8efd-09c8fdd5d834/ENCFF925OKW.bed.gz				
ENCFF066XNH	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF440TAJ, ENCFF967OQF	1111396	ENCODE Processing Pipeline	400f6fad34c320175b8cda18e21622bb		https://www.encodeproject.org/files/ENCFF066XNH/@@download/ENCFF066XNH.bed.gz	GRCh38				released	s3://encode-public/2018/05/09/0c6540a2-d608-4dad-8f81-c006b4ba549e/ENCFF066XNH.bed.gz				
ENCFF725QIG	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF101RXU, ENCFF390DNP	1110185	ENCODE Processing Pipeline	cc02dfe758f24619277c15728b51fb99		https://www.encodeproject.org/files/ENCFF725QIG/@@download/ENCFF725QIG.bed.gz	hg19				released	s3://encode-public/2018/05/16/9cfc9e69-68a8-4e97-a34d-ac78de062b94/ENCFF725QIG.bed.gz				
ENCFF743UIM	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF182BVE, ENCFF390DNP	1107860	ENCODE Processing Pipeline	aa79d4b3b2af7d2c52df513136b5f3e4		https://www.encodeproject.org/files/ENCFF743UIM/@@download/ENCFF743UIM.bed.gz	hg19				released	s3://encode-public/2018/05/16/2913e17e-bee4-47e4-a5d8-969734f8cc25/ENCFF743UIM.bed.gz				
ENCFF770BVB	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF163ZHO, ENCFF384DCF	757970	ENCODE Processing Pipeline	d9d31abc02e62669574202b36d9943dd		https://www.encodeproject.org/files/ENCFF770BVB/@@download/ENCFF770BVB.bed.gz	hg19				archived	s3://encode-public/2016/10/28/c00e07ac-cae6-4a08-9a3f-5619a012d622/ENCFF770BVB.bed.gz				
ENCFF927MCZ	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF163ZHO, ENCFF360STV	764652	ENCODE Processing Pipeline	1b77e15edfbb90a2d8eb593800af6671		https://www.encodeproject.org/files/ENCFF927MCZ/@@download/ENCFF927MCZ.bed.gz	hg19				archived	s3://encode-public/2016/10/28/529f3d13-4f69-4923-aa0a-76409807d110/ENCFF927MCZ.bed.gz				
ENCFF900JRB	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF517CBA, ENCFF992CZQ	763143	ENCODE Processing Pipeline	25af5d46876c7e70c63ab8b6e18973ce		https://www.encodeproject.org/files/ENCFF900JRB/@@download/ENCFF900JRB.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/f0b41b83-037a-42b3-9862-0ac5d2fa2c0b/ENCFF900JRB.bed.gz				
ENCFF740XLE	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF298UJF, ENCFF992CZQ	769710	ENCODE Processing Pipeline	b28bee14a2db1e6a3df6263561003310		https://www.encodeproject.org/files/ENCFF740XLE/@@download/ENCFF740XLE.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/e4e1c5e1-f0cb-4994-9ca1-5b401aa66fe6/ENCFF740XLE.bed.gz				
ENCFF212EPW	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF440TAJ, ENCFF967OQF	1114048	ENCODE Processing Pipeline	ee1c5fef1db4e5ecee976673746df450		https://www.encodeproject.org/files/ENCFF212EPW/@@download/ENCFF212EPW.bed.gz	GRCh38				archived	s3://encode-public/2017/10/04/b54f040d-2a9b-435b-baad-13fdf8163025/ENCFF212EPW.bed.gz				
ENCFF434VXT	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				2							ENCFF182BVE, ENCFF390DNP	1108689	ENCODE Processing Pipeline	cdb7febb3fcf97298d7e0915a539c31f		https://www.encodeproject.org/files/ENCFF434VXT/@@download/ENCFF434VXT.bed.gz	hg19				archived	s3://encode-public/2017/10/05/81bbc326-f362-4d91-b0d7-05b1381c36a7/ENCFF434VXT.bed.gz				
ENCFF479XZN	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF232VGG	1082332	ENCODE Processing Pipeline	af6d17e8a33ee88ecb31c686f36a3a5e		https://www.encodeproject.org/files/ENCFF479XZN/@@download/ENCFF479XZN.bed.gz	hg19				archived	s3://encode-public/2016/11/03/02b7ca7f-1629-4556-9f6c-99e5e2bcc4a5/ENCFF479XZN.bed.gz				
ENCFF333PLF	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF365ZEE, ENCFF967OQF	1115336	ENCODE Processing Pipeline	47ed7413c0e774947856919ee1093741		https://www.encodeproject.org/files/ENCFF333PLF/@@download/ENCFF333PLF.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/d8dc2b62-fe49-4a22-bdc5-aaacf2d815a2/ENCFF333PLF.bed.gz				
ENCFF729ATE	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF101RXU, ENCFF390DNP	1110969	ENCODE Processing Pipeline	cfa5dada67236f36db9b41087871ce0c		https://www.encodeproject.org/files/ENCFF729ATE/@@download/ENCFF729ATE.bed.gz	hg19				archived	s3://encode-public/2017/09/19/8074b48f-c43a-4cb2-86ce-cbfca401dead/ENCFF729ATE.bed.gz				
ENCFF227WDB	bed narrowPeak	peaks	ENCSR122VUW	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF055YDU, ENCFF992CZQ	1086319	ENCODE Processing Pipeline	7a705bd531c92dbbbd52849d48db14bb		https://www.encodeproject.org/files/ENCFF227WDB/@@download/ENCFF227WDB.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/58bd7926-2b1b-4501-a528-074b4412c96f/ENCFF227WDB.bed.gz				
ENCFF993MCD	bed narrowPeak	peaks	ENCSR648GDP	DNase-seq	NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF328FOI, ENCFF967OQF	1180201	ENCODE Processing Pipeline	696b38dd2b677362e637241b8dbfd2fb		https://www.encodeproject.org/files/ENCFF993MCD/@@download/ENCFF993MCD.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/592c663b-f194-4cba-a8a8-483eca2a900e/ENCFF993MCD.bed.gz				
ENCFF837VPM	bed narrowPeak	peaks	ENCSR648GDP	DNase-seq	NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF644WCN	1177855	ENCODE Processing Pipeline	7342d0eec964db9df5968e02f9d4c7bf		https://www.encodeproject.org/files/ENCFF837VPM/@@download/ENCFF837VPM.bed.gz	hg19				released	s3://encode-public/2018/05/14/86ff7a24-b132-4eac-9a7f-d4b3e7d1ff99/ENCFF837VPM.bed.gz				
ENCFF399OBI	bed narrowPeak	peaks	ENCSR648GDP	DNase-seq	NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF534FGP, ENCFF992CZQ	1139100	ENCODE Processing Pipeline	788b1a8cd38f5338a3fc816955159fcb		https://www.encodeproject.org/files/ENCFF399OBI/@@download/ENCFF399OBI.bed.gz	GRCh38				archived	s3://encode-public/2016/11/04/705f274a-11ae-40ad-bc03-4d4f044a648f/ENCFF399OBI.bed.gz				
ENCFF601NRR	bed narrowPeak	peaks	ENCSR648GDP	DNase-seq	NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF744OTV	1134081	ENCODE Processing Pipeline	b688c30415812c10721382329d262661		https://www.encodeproject.org/files/ENCFF601NRR/@@download/ENCFF601NRR.bed.gz	hg19				archived	s3://encode-public/2016/11/04/fae72256-a956-4c71-9f20-14990aae5a31/ENCFF601NRR.bed.gz				
ENCFF300IHF	bed narrowPeak	peaks	ENCSR648GDP	DNase-seq	NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF328FOI, ENCFF967OQF	1181482	ENCODE Processing Pipeline	337a96c8c1fe655022fea1de5c85e1c6		https://www.encodeproject.org/files/ENCFF300IHF/@@download/ENCFF300IHF.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/034e6354-5e38-4e75-808c-a8024c30bdcb/ENCFF300IHF.bed.gz				
ENCFF581FDW	bed narrowPeak	peaks	ENCSR648GDP	DNase-seq	NTR:0000521	fibroblast of skin of left biceps	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF644WCN	1178188	ENCODE Processing Pipeline	8d3abc6976d51341f42b639bed62b860		https://www.encodeproject.org/files/ENCFF581FDW/@@download/ENCFF581FDW.bed.gz	hg19				archived	s3://encode-public/2017/09/19/e5f40533-0f86-45ec-93e4-f9d70c8bae51/ENCFF581FDW.bed.gz				
ENCFF907GJF	bed narrowPeak	peaks	ENCSR040DGJ	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF169JFB, ENCFF967OQF	443571	ENCODE Processing Pipeline	76e15a3959e94c90d932bb05af76b5a0		https://www.encodeproject.org/files/ENCFF907GJF/@@download/ENCFF907GJF.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/2cbeed60-71d2-4ee5-8436-2d27b0f5b1a8/ENCFF907GJF.bed.gz				
ENCFF168YQF	bed narrowPeak	peaks	ENCSR040DGJ	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF105TQM, ENCFF390DNP	442710	ENCODE Processing Pipeline	56d8d32d23e50cd4828a5d33f18f4519		https://www.encodeproject.org/files/ENCFF168YQF/@@download/ENCFF168YQF.bed.gz	hg19				released	s3://encode-public/2018/05/14/ae996a37-0101-4796-acef-2f835f4aacb2/ENCFF168YQF.bed.gz				
ENCFF923EVD	bed narrowPeak	peaks	ENCSR040DGJ	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF743JYZ	441355	ENCODE Processing Pipeline	19e8a21de3c42ae94d3758c519a05207		https://www.encodeproject.org/files/ENCFF923EVD/@@download/ENCFF923EVD.bed.gz	hg19				archived	s3://encode-public/2016/11/18/01e50a2b-52ab-4132-8d50-5c58a563d4f4/ENCFF923EVD.bed.gz				
ENCFF144HBQ	bed narrowPeak	peaks	ENCSR040DGJ	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF396AOW, ENCFF992CZQ	443415	ENCODE Processing Pipeline	038b7f6f78fb069b19367ea3a5cb1f21		https://www.encodeproject.org/files/ENCFF144HBQ/@@download/ENCFF144HBQ.bed.gz	GRCh38				archived	s3://encode-public/2016/11/18/69d35020-1a6a-4df6-bba5-c9a1490c2221/ENCFF144HBQ.bed.gz				
ENCFF757GAE	bed narrowPeak	peaks	ENCSR040DGJ	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF169JFB, ENCFF967OQF	444692	ENCODE Processing Pipeline	5a6a228539ae48e03280f7c1e1cf0968		https://www.encodeproject.org/files/ENCFF757GAE/@@download/ENCFF757GAE.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/78a4d64a-0ae9-4b0d-9e05-6f8c4fdf6c37/ENCFF757GAE.bed.gz				
ENCFF337UCF	bed narrowPeak	peaks	ENCSR040DGJ	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF105TQM, ENCFF390DNP	442734	ENCODE Processing Pipeline	048a8fcd727d9e54bc74336f2c3bad02		https://www.encodeproject.org/files/ENCFF337UCF/@@download/ENCFF337UCF.bed.gz	hg19				archived	s3://encode-public/2017/09/19/1c9bf562-f703-4886-a654-12181dc29bbd/ENCFF337UCF.bed.gz				
ENCFF412EJZ	bed narrowPeak	peaks	ENCSR643GHI	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF263RQE, ENCFF967OQF	504973	ENCODE Processing Pipeline	a9a75258f1162ae474650f315296993d		https://www.encodeproject.org/files/ENCFF412EJZ/@@download/ENCFF412EJZ.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/92513866-72c0-4a18-8375-c29d0714d910/ENCFF412EJZ.bed.gz				
ENCFF338UFC	bed narrowPeak	peaks	ENCSR643GHI	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF938VVP	504063	ENCODE Processing Pipeline	76b7a2c932f40ee09576662eaaa7990a		https://www.encodeproject.org/files/ENCFF338UFC/@@download/ENCFF338UFC.bed.gz	hg19				released	s3://encode-public/2018/05/14/49b146ca-046f-4b2b-b84b-9d1a470512bf/ENCFF338UFC.bed.gz				
ENCFF569GSL	bed narrowPeak	peaks	ENCSR643GHI	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF198FEP	477186	ENCODE Processing Pipeline	0b56909c45db50c600ada83348c48d9b		https://www.encodeproject.org/files/ENCFF569GSL/@@download/ENCFF569GSL.bed.gz	hg19				archived	s3://encode-public/2016/10/28/faaab80c-762f-4cac-b60b-daf5a60f0a65/ENCFF569GSL.bed.gz				
ENCFF167XAJ	bed narrowPeak	peaks	ENCSR643GHI	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF787DAE, ENCFF992CZQ	482841	ENCODE Processing Pipeline	0df6dc97f76bdfbd079d7fb1c82ec9de		https://www.encodeproject.org/files/ENCFF167XAJ/@@download/ENCFF167XAJ.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/6218a6c8-7ca0-41c7-9d0c-c1f483f54cf2/ENCFF167XAJ.bed.gz				
ENCFF360LKQ	bed narrowPeak	peaks	ENCSR643GHI	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF263RQE, ENCFF967OQF	506262	ENCODE Processing Pipeline	530c6580595af90722a3ff7607d641db		https://www.encodeproject.org/files/ENCFF360LKQ/@@download/ENCFF360LKQ.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/bdd60b28-4b41-43a0-8d7e-27f9dc093164/ENCFF360LKQ.bed.gz				
ENCFF662JOI	bed narrowPeak	peaks	ENCSR643GHI	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF938VVP	504014	ENCODE Processing Pipeline	4891c3797f0a995008003c1fb9a76292		https://www.encodeproject.org/files/ENCFF662JOI/@@download/ENCFF662JOI.bed.gz	hg19				archived	s3://encode-public/2017/09/19/f9e54239-beef-4a77-9de5-57b761f7bd79/ENCFF662JOI.bed.gz				
ENCFF393ARF	bed narrowPeak	peaks	ENCSR167JFX	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF186TVF, ENCFF967OQF	2123765	ENCODE Processing Pipeline	76781ae937113e0f63e13e4d32e83752		https://www.encodeproject.org/files/ENCFF393ARF/@@download/ENCFF393ARF.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/924160a6-e07d-46cc-82fb-e8113638a040/ENCFF393ARF.bed.gz				
ENCFF023ZMS	bed narrowPeak	peaks	ENCSR167JFX	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF162GBJ, ENCFF390DNP	2111523	ENCODE Processing Pipeline	de70e3008179bc8aaad9c38f4e6f59ea		https://www.encodeproject.org/files/ENCFF023ZMS/@@download/ENCFF023ZMS.bed.gz	hg19				released	s3://encode-public/2018/05/14/b3618a0e-a576-4e69-9989-0574b865dada/ENCFF023ZMS.bed.gz				
ENCFF678GPZ	bed narrowPeak	peaks	ENCSR167JFX	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF186TVF, ENCFF967OQF	2131423	ENCODE Processing Pipeline	69dc1ecae3afd313921d105f48bb8cbd		https://www.encodeproject.org/files/ENCFF678GPZ/@@download/ENCFF678GPZ.bed.gz	GRCh38				archived	s3://encode-public/2017/11/30/0862c4c1-7762-477f-a0ee-a4aed8d8be51/ENCFF678GPZ.bed.gz				
