File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF010TXA	bigWig	read-depth normalized signal	ENCSR680SDS	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF243ZVW	608705633	ENCODE Processing Pipeline	201532485bae4954288074c992957735		https://www.encodeproject.org/files/ENCFF010TXA/@@download/ENCFF010TXA.bigWig	GRCh38				released	s3://encode-public/2017/09/18/8b31c9c3-3657-4601-8535-0cf09035c55d/ENCFF010TXA.bigWig				
ENCFF770BWY	bigWig	read-depth normalized signal	ENCSR680SDS	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF221DVC	611863744	ENCODE Processing Pipeline	8bdf329329c3e2624757da4aeb7b5a1b		https://www.encodeproject.org/files/ENCFF770BWY/@@download/ENCFF770BWY.bigWig	hg19				released	s3://encode-public/2017/09/19/1490ff92-b0c2-44f1-b142-7fb1a7b911eb/ENCFF770BWY.bigWig				
ENCFF674WBH	bigWig	read-depth normalized signal	ENCSR294QCR	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF364DZN	574773482	ENCODE Processing Pipeline	d3664919b065e50bb463e6f2953412ca		https://www.encodeproject.org/files/ENCFF674WBH/@@download/ENCFF674WBH.bigWig	GRCh38				released	s3://encode-public/2017/09/18/d758fbd6-27a7-4cfb-85c1-e2ae5e9e6d6b/ENCFF674WBH.bigWig	low read depth			
ENCFF717TOH	bigWig	read-depth normalized signal	ENCSR294QCR	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF216WEZ	569327454	ENCODE Processing Pipeline	6a395a7cf0cba5db52ef4a447b6d380b		https://www.encodeproject.org/files/ENCFF717TOH/@@download/ENCFF717TOH.bigWig	hg19				released	s3://encode-public/2017/09/19/b8951d69-26db-4ccc-82fa-ba236c976d40/ENCFF717TOH.bigWig	low read depth			
ENCFF386DMJ	bigWig	read-depth normalized signal	ENCSR332BSB	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF914ZZA	577613968	ENCODE Processing Pipeline	2668e8e71f8db8f09bf902f48c80579b		https://www.encodeproject.org/files/ENCFF386DMJ/@@download/ENCFF386DMJ.bigWig	GRCh38				released	s3://encode-public/2017/09/18/5aeeabde-5842-4cec-9331-0071c1ff1f09/ENCFF386DMJ.bigWig	low read depth			
ENCFF631JPZ	bigWig	read-depth normalized signal	ENCSR332BSB	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF044JWC	574174048	ENCODE Processing Pipeline	5c8a3a424000947610a9083f9ec9280d		https://www.encodeproject.org/files/ENCFF631JPZ/@@download/ENCFF631JPZ.bigWig	hg19				released	s3://encode-public/2017/09/19/9ccb16d5-b81e-4c44-93fb-449ddd79fd8f/ENCFF631JPZ.bigWig	low read depth			
ENCFF973VII	bigWig	read-depth normalized signal	ENCSR268QCH	DNase-seq	UBERON:0018118	right renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF200KPY	562936148	ENCODE Processing Pipeline	0860f4b14b345bd4d2109e5e0a407e30		https://www.encodeproject.org/files/ENCFF973VII/@@download/ENCFF973VII.bigWig	GRCh38				released	s3://encode-public/2017/09/18/cd9c27c9-505b-499f-bebe-2f97438ff7f8/ENCFF973VII.bigWig	low read depth			
ENCFF138LHC	bigWig	read-depth normalized signal	ENCSR268QCH	DNase-seq	UBERON:0018118	right renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF334ZAO	572190511	ENCODE Processing Pipeline	39645314dd2547cf77a60ddfbcea9459		https://www.encodeproject.org/files/ENCFF138LHC/@@download/ENCFF138LHC.bigWig	hg19				released	s3://encode-public/2017/09/19/095ffad8-0fd4-4d5d-b111-65d9c27f84ce/ENCFF138LHC.bigWig	low read depth			
ENCFF577NZZ	bigWig	signal of unique reads	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA					False	2016-05-11	ENCODE				2							ENCFF423PEP	333562583	John Stamatoyannopoulos, UW	07718d892d07869041e19b50b2af38e4		https://www.encodeproject.org/files/ENCFF577NZZ/@@download/ENCFF577NZZ.bigWig	hg19				archived	s3://encode-public/2016/04/28/7b94f970-cfbf-465f-848f-748f0af4ad9c/ENCFF577NZZ.bigWig	low spot score			
ENCFF125BVQ	bigWig	signal of unique reads	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA					False	2016-05-11	ENCODE				1							ENCFF299HRO	396442154	John Stamatoyannopoulos, UW	3cfb829c9c4b084e6912f0a14e79980b		https://www.encodeproject.org/files/ENCFF125BVQ/@@download/ENCFF125BVQ.bigWig	hg19				archived	s3://encode-public/2016/04/28/69410f75-a4e4-4b3f-bd4f-d95c66b3de44/ENCFF125BVQ.bigWig	low spot score			
ENCFF259NLK	bigWig	read-depth normalized signal	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA					False	2016-05-11	ENCODE				1							ENCFF721AAE	793911844	ENCODE Processing Pipeline	81a630d557f8fea1e850c40b10e40c65		https://www.encodeproject.org/files/ENCFF259NLK/@@download/ENCFF259NLK.bigWig	GRCh38				released	s3://encode-public/2017/08/24/35ad038c-952d-4127-ba54-8a87d51588b7/ENCFF259NLK.bigWig	low spot score			
ENCFF475NUL	bigWig	read-depth normalized signal	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA					False	2016-05-11	ENCODE				2							ENCFF611TSQ	739153589	ENCODE Processing Pipeline	a23d550527b224b390c40d57f58dc6b5		https://www.encodeproject.org/files/ENCFF475NUL/@@download/ENCFF475NUL.bigWig	GRCh38				released	s3://encode-public/2017/08/24/1a197357-8433-483b-8313-750ba65d7477/ENCFF475NUL.bigWig	low spot score			
ENCFF180FWG	bigWig	read-depth normalized signal	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA					False	2016-05-11	ENCODE				2							ENCFF361MMB	735078170	ENCODE Processing Pipeline	48887ba9f26afbdbb0f4a464ba83e2fe		https://www.encodeproject.org/files/ENCFF180FWG/@@download/ENCFF180FWG.bigWig	hg19				released	s3://encode-public/2017/09/10/24b0ad35-e43e-4540-a1b6-29e906940002/ENCFF180FWG.bigWig	low spot score			
ENCFF021CMA	bigWig	read-depth normalized signal	ENCSR373BIX	DNase-seq	CL:0002399	CD1c-positive myeloid dendritic cell	primary cell	Homo sapiens											DNA					False	2016-05-11	ENCODE				1							ENCFF415YUR	792327435	ENCODE Processing Pipeline	6acf52a1ed31e8084865f8946abbeebc		https://www.encodeproject.org/files/ENCFF021CMA/@@download/ENCFF021CMA.bigWig	hg19				released	s3://encode-public/2017/09/10/2c05fca9-bb00-433d-8f88-3d1f7148dc4f/ENCFF021CMA.bigWig	low spot score			
ENCFF923TRG	bigWig	read-depth normalized signal	ENCSR752NTF	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF824FOA	593198951	ENCODE Processing Pipeline	1e4e4a75ec9c059fc514b346b340077b		https://www.encodeproject.org/files/ENCFF923TRG/@@download/ENCFF923TRG.bigWig	GRCh38				released	s3://encode-public/2017/09/18/7c900c78-4108-465f-a980-78945809f9f2/ENCFF923TRG.bigWig	low read depth			
ENCFF233IFC	bigWig	read-depth normalized signal	ENCSR752NTF	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF667PQY	597505398	ENCODE Processing Pipeline	45a6f3f49ed7b7266d25fb59aba6ac31		https://www.encodeproject.org/files/ENCFF233IFC/@@download/ENCFF233IFC.bigWig	hg19				released	s3://encode-public/2017/09/19/53db2961-4297-43f5-aa71-966d7b646f6c/ENCFF233IFC.bigWig	low read depth			
ENCFF193BCL	bigWig	read-depth normalized signal	ENCSR301OGM	DNase-seq	EFO:0002246	NAMALWA	cell line	Homo sapiens	Sendai virus		2.0 hour								DNA					False	2018-05-09	ENCODE				1							ENCFF554YJG	800764163	ENCODE Processing Pipeline	89ffbef0e09dd7ef1ac3503560b0c262		https://www.encodeproject.org/files/ENCFF193BCL/@@download/ENCFF193BCL.bigWig	GRCh38				released	s3://encode-public/2018/05/04/a6666a49-4f0b-4c63-a8c8-a4c4de85b955/ENCFF193BCL.bigWig	low spot score	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF040DIX	bigWig	read-depth normalized signal	ENCSR301OGM	DNase-seq	EFO:0002246	NAMALWA	cell line	Homo sapiens	Sendai virus		2.0 hour								DNA					False	2018-05-09	ENCODE				2							ENCFF614PJN	705593496	ENCODE Processing Pipeline	e404c25a391f1559f4cb652ca6b9ece7		https://www.encodeproject.org/files/ENCFF040DIX/@@download/ENCFF040DIX.bigWig	GRCh38				released	s3://encode-public/2018/05/04/b6b335fa-ef2f-4933-ab2d-e6b70c4ac642/ENCFF040DIX.bigWig	low spot score	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF522DJJ	bigWig	read-depth normalized signal	ENCSR301OGM	DNase-seq	EFO:0002246	NAMALWA	cell line	Homo sapiens	Sendai virus		2.0 hour								DNA					False	2018-05-09	ENCODE				2							ENCFF121XWJ	691728718	ENCODE Processing Pipeline	187c0df74c77cd63e28417248f1a427d		https://www.encodeproject.org/files/ENCFF522DJJ/@@download/ENCFF522DJJ.bigWig	hg19				released	s3://encode-public/2018/05/08/225425c6-83f3-428a-966d-eaff3fdc2a4d/ENCFF522DJJ.bigWig	low spot score	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF914GNH	bigWig	read-depth normalized signal	ENCSR301OGM	DNase-seq	EFO:0002246	NAMALWA	cell line	Homo sapiens	Sendai virus		2.0 hour								DNA					False	2018-05-09	ENCODE				1							ENCFF743NIV	798360945	ENCODE Processing Pipeline	0118429a5d2841e790c50ddbbb67dd63		https://www.encodeproject.org/files/ENCFF914GNH/@@download/ENCFF914GNH.bigWig	hg19				released	s3://encode-public/2018/05/08/944d07e5-7df6-417b-9677-a5448ff0d5ce/ENCFF914GNH.bigWig	low spot score	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF920AZN	bigWig	read-depth normalized signal	ENCSR033DQS	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF718CPH	584382557	ENCODE Processing Pipeline	80ba2012fe4360b277b48327fbbf07c5		https://www.encodeproject.org/files/ENCFF920AZN/@@download/ENCFF920AZN.bigWig	GRCh38				released	s3://encode-public/2017/09/18/60ad573f-3c19-4c13-b888-dea271fe56d9/ENCFF920AZN.bigWig	low read depth			
ENCFF251BPK	bigWig	read-depth normalized signal	ENCSR033DQS	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF904SUV	584692103	ENCODE Processing Pipeline	7303856674cd5aa6dcaf455a624b143d		https://www.encodeproject.org/files/ENCFF251BPK/@@download/ENCFF251BPK.bigWig	hg19				released	s3://encode-public/2017/09/19/0452afb6-7d19-4773-af27-f593362f6c32/ENCFF251BPK.bigWig	low read depth			
ENCFF966IYT	bigWig	read-depth normalized signal	ENCSR502NDK	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF497YUO	618292114	ENCODE Processing Pipeline	69c9582c50d487a4e3c0d5068b20881a		https://www.encodeproject.org/files/ENCFF966IYT/@@download/ENCFF966IYT.bigWig	GRCh38				released	s3://encode-public/2017/09/18/22baa946-bf63-427f-a23a-a4c91df556b0/ENCFF966IYT.bigWig	low spot score, low read depth			
ENCFF276AGW	bigWig	read-depth normalized signal	ENCSR502NDK	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF306HCU	624377320	ENCODE Processing Pipeline	689b1aa39bfc91db712942a5843179da		https://www.encodeproject.org/files/ENCFF276AGW/@@download/ENCFF276AGW.bigWig	hg19				released	s3://encode-public/2017/09/19/64ffcae7-60a2-429d-bd66-564c3620a590/ENCFF276AGW.bigWig	low spot score, low read depth			
ENCFF683HAF	bigWig	read-depth normalized signal	ENCSR514QHN	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF492WOW	586692557	ENCODE Processing Pipeline	9f38119ef37551f041ad37e639e05738		https://www.encodeproject.org/files/ENCFF683HAF/@@download/ENCFF683HAF.bigWig	GRCh38				released	s3://encode-public/2017/09/18/f6fac6bc-051b-46dd-933e-efc8dd80ba09/ENCFF683HAF.bigWig	low read depth			
ENCFF938EQD	bigWig	read-depth normalized signal	ENCSR514QHN	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF663QIV	586641914	ENCODE Processing Pipeline	47d48ca0f96cc77dfc6114612666ca21		https://www.encodeproject.org/files/ENCFF938EQD/@@download/ENCFF938EQD.bigWig	hg19				released	s3://encode-public/2017/09/19/8f27f1d0-b282-4ad5-89e9-8856da2b1c52/ENCFF938EQD.bigWig	low read depth			
ENCFF881JSN	bigWig	read-depth normalized signal	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF102TYI	588654136	ENCODE Processing Pipeline	e2ad5cf99422387c56e0228149900dc3		https://www.encodeproject.org/files/ENCFF881JSN/@@download/ENCFF881JSN.bigWig	GRCh38				released	s3://encode-public/2017/09/18/31f57cc1-9c3c-48c6-8549-e36a0f447dfe/ENCFF881JSN.bigWig	low read depth			
ENCFF613TCM	bigWig	read-depth normalized signal	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF587HCO	582739814	ENCODE Processing Pipeline	07bef84fde6da579bfa8a9efda8f2efb		https://www.encodeproject.org/files/ENCFF613TCM/@@download/ENCFF613TCM.bigWig	hg19				released	s3://encode-public/2017/09/19/432e9747-08dd-4f15-9dd3-b55ab2df7a94/ENCFF613TCM.bigWig	low read depth			
ENCFF493QSG	bigWig	read-depth normalized signal	ENCSR849OKE	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF574GID	612648227	ENCODE Processing Pipeline	13beaae12f800f9c82dd08f9e84afc21		https://www.encodeproject.org/files/ENCFF493QSG/@@download/ENCFF493QSG.bigWig	GRCh38				released	s3://encode-public/2017/09/18/cecc0eeb-8def-469a-a8cc-a02f738ddfdf/ENCFF493QSG.bigWig	low spot score, low read depth			
ENCFF897QZQ	bigWig	read-depth normalized signal	ENCSR849OKE	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF553BNH	612976429	ENCODE Processing Pipeline	7df9cc33f306c280cbcb88d20f949ca5		https://www.encodeproject.org/files/ENCFF897QZQ/@@download/ENCFF897QZQ.bigWig	hg19				released	s3://encode-public/2017/09/19/e030bd15-6393-4dd1-b25a-78974d596caa/ENCFF897QZQ.bigWig	low spot score, low read depth			
ENCFF139ZYV	bigWig	read-depth normalized signal	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF389XNA	578286249	ENCODE Processing Pipeline	36f634d3890f3b51264e57b001638d51		https://www.encodeproject.org/files/ENCFF139ZYV/@@download/ENCFF139ZYV.bigWig	GRCh38				released	s3://encode-public/2017/09/18/c7c30d40-7970-45e0-9890-2af9bbfe1996/ENCFF139ZYV.bigWig	low read depth			
ENCFF384KQL	bigWig	read-depth normalized signal	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF800ZLW	576921923	ENCODE Processing Pipeline	dcbec330d9c56ad8192fb5d0a4d87b30		https://www.encodeproject.org/files/ENCFF384KQL/@@download/ENCFF384KQL.bigWig	hg19				released	s3://encode-public/2017/09/19/44143010-722b-4df0-8b43-ec113b2e638a/ENCFF384KQL.bigWig	low read depth			
ENCFF000SLT	bigWig	base overlap signal	ENCSR000EJF	DNase-seq	EFO:0002786	GM12892	cell line	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE												1006402196	Gregory Crawford, Duke	6f947525e9e35d88dbf9ddd630e00193		https://www.encodeproject.org/files/ENCFF000SLT/@@download/ENCFF000SLT.bigWig	hg19				archived	s3://encode-public/2011/01/11/8d1232dc-28b9-4294-b46e-db233023b847/ENCFF000SLT.bigWig		missing derived_from	insufficient read length	
ENCFF000SLY	bigWig	signal	ENCSR000EJF	DNase-seq	EFO:0002786	GM12892	cell line	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE												3493821599	Gregory Crawford, Duke	3d47a27647500fd835b5e5cf8aa0d96d		https://www.encodeproject.org/files/ENCFF000SLY/@@download/ENCFF000SLY.bigWig	hg19				archived	s3://encode-public/2011/01/11/a00b58df-158b-463b-a33f-d635c1fca129/ENCFF000SLY.bigWig		missing derived_from	insufficient read length	
ENCFF536IEC	bigWig	read-depth normalized signal	ENCSR000EJF	DNase-seq	EFO:0002786	GM12892	cell line	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF383QFY	617304543	ENCODE Processing Pipeline	242509344a21f04276b62020f0573d09		https://www.encodeproject.org/files/ENCFF536IEC/@@download/ENCFF536IEC.bigWig	GRCh38				released	s3://encode-public/2017/10/04/57cfb40d-7e34-4c5d-b33c-9f292a558dfe/ENCFF536IEC.bigWig			insufficient read length	
ENCFF672TZX	bigWig	read-depth normalized signal	ENCSR000EJF	DNase-seq	EFO:0002786	GM12892	cell line	Homo sapiens											DNA		see document	see document		False	2011-04-19	ENCODE				1							ENCFF260LKE	617631531	ENCODE Processing Pipeline	6b9b668731597048b195eff85bd8095d		https://www.encodeproject.org/files/ENCFF672TZX/@@download/ENCFF672TZX.bigWig	hg19				released	s3://encode-public/2017/10/05/6e92418e-9de5-4b00-82da-6e1f10126ee1/ENCFF672TZX.bigWig			insufficient read length	
ENCFF174TXJ	bigWig	read-depth normalized signal	ENCSR619BNL	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF696DIP	594281640	ENCODE Processing Pipeline	085de83be4f25d74f8b0c1ad23bea5ac		https://www.encodeproject.org/files/ENCFF174TXJ/@@download/ENCFF174TXJ.bigWig	GRCh38				released	s3://encode-public/2017/09/18/708f9b3f-b8f3-427d-817d-daa46259ae6b/ENCFF174TXJ.bigWig	low spot score, low read depth			
ENCFF306DUX	bigWig	read-depth normalized signal	ENCSR619BNL	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF799LOQ	594916739	ENCODE Processing Pipeline	4ebd14314f87a16235c6143446a6fad3		https://www.encodeproject.org/files/ENCFF306DUX/@@download/ENCFF306DUX.bigWig	hg19				released	s3://encode-public/2017/09/19/c3653d7c-c792-4922-9942-34b718cf06d8/ENCFF306DUX.bigWig	low spot score, low read depth			
ENCFF858BSX	bigWig	read-depth normalized signal	ENCSR167XSQ	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF024CTB	582996862	ENCODE Processing Pipeline	3155f3dec3e022fe77b00dd0bf692b5e		https://www.encodeproject.org/files/ENCFF858BSX/@@download/ENCFF858BSX.bigWig	GRCh38				released	s3://encode-public/2017/09/18/871d0157-1d56-4c2f-a6b8-33b65bd02150/ENCFF858BSX.bigWig	low read depth			
ENCFF223GGZ	bigWig	read-depth normalized signal	ENCSR167XSQ	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF794BQM	583247756	ENCODE Processing Pipeline	a064a620a3c57a7d16bb8508d3fbfd7b		https://www.encodeproject.org/files/ENCFF223GGZ/@@download/ENCFF223GGZ.bigWig	hg19				released	s3://encode-public/2017/09/19/b4eb312b-d075-4b3d-a432-4b17797b30df/ENCFF223GGZ.bigWig	low read depth			
ENCFF380PKB	bigWig	read-depth normalized signal	ENCSR724CND	DNase-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF923AHY	621191203	ENCODE Processing Pipeline	a40a7bd08e3de7dd0ac6ef10fa27cfbe		https://www.encodeproject.org/files/ENCFF380PKB/@@download/ENCFF380PKB.bigWig	GRCh38				released	s3://encode-public/2017/10/03/0fb14b55-672d-41e2-b4e3-6a3851181b07/ENCFF380PKB.bigWig				
ENCFF828TMG	bigWig	read-depth normalized signal	ENCSR724CND	DNase-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF527YHK	630103936	ENCODE Processing Pipeline	1583debbac055a236f56351306a4f490		https://www.encodeproject.org/files/ENCFF828TMG/@@download/ENCFF828TMG.bigWig	hg19				released	s3://encode-public/2017/10/03/073ffc2d-00bb-402d-af60-61583e089643/ENCFF828TMG.bigWig				
ENCFF267BLE	bigWig	read-depth normalized signal	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF072MYZ	602843104	ENCODE Processing Pipeline	d35f8eb98c6c25ced19da7ca4a8f1c41		https://www.encodeproject.org/files/ENCFF267BLE/@@download/ENCFF267BLE.bigWig	GRCh38				released	s3://encode-public/2017/09/18/01bfff75-8604-4506-8d29-bd1b5f7ef962/ENCFF267BLE.bigWig	low read depth			
ENCFF150MMX	bigWig	read-depth normalized signal	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF615FRI	603126210	ENCODE Processing Pipeline	ec690fcb832e2813bdce36acc15eca65		https://www.encodeproject.org/files/ENCFF150MMX/@@download/ENCFF150MMX.bigWig	hg19				released	s3://encode-public/2017/09/19/18b398b3-0cd2-43b9-ba92-0f51f6e492f1/ENCFF150MMX.bigWig	low read depth			
ENCFF000TPW	bigWig	base overlap signal	ENCSR000DDE	FAIRE-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens											DNA		see document	see document		False	2011-03-21	ENCODE				1, 2							ENCFF000TQA	1564897685	Jason Lieb, UNC	e15d88414e1391a8dc453ca9fdfe0705		https://www.encodeproject.org/files/ENCFF000TPW/@@download/ENCFF000TPW.bigWig	hg19				released	s3://encode-public/2011/01/18/2b0adf7c-724f-4f4a-920f-e9ff5e1d349e/ENCFF000TPW.bigWig		biological replicates with identical biosample		
ENCFF000TQA	bigWig	signal	ENCSR000DDE	FAIRE-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens											DNA		see document	see document		False	2011-03-21	ENCODE				1, 2							ENCFF000TPX, ENCFF000TPY	3015348186	Jason Lieb, UNC	651c53ef2a81cd4ce4eb44a439a8642a		https://www.encodeproject.org/files/ENCFF000TQA/@@download/ENCFF000TQA.bigWig	hg19				released	s3://encode-public/2011/01/18/468b12e4-b8a1-42e8-baef-04cc9c55aff3/ENCFF000TQA.bigWig		biological replicates with identical biosample		
ENCFF001DMI	bigWig	raw signal	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DMA	118228718	John Stamatoyannopoulos, UW	e071980be5d0d029101b0ff663677b6c		https://www.encodeproject.org/files/ENCFF001DMI/@@download/ENCFF001DMI.bigWig	hg19				archived	s3://encode-public/2011/01/11/124e6bdc-e8a5-4907-81f2-f7152e26121c/ENCFF001DMI.bigWig	low read depth			
ENCFF001DMJ	bigWig	raw signal	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DMF	142297553	John Stamatoyannopoulos, UW	b1844cd35c7354dab9aa59e7ede81a7c		https://www.encodeproject.org/files/ENCFF001DMJ/@@download/ENCFF001DMJ.bigWig	hg19				archived	s3://encode-public/2011/01/11/7444816e-307e-41f5-8a7d-2c79de170950/ENCFF001DMJ.bigWig	low read depth			
ENCFF634YGE	bigWig	read-depth normalized signal	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF303CIW	542635251	ENCODE Processing Pipeline	e5e0d08f5dfa92ce8e12e13018a09eb0		https://www.encodeproject.org/files/ENCFF634YGE/@@download/ENCFF634YGE.bigWig	GRCh38				released	s3://encode-public/2017/08/24/46733ed7-2d2a-4e65-b7d7-8cc14f4346af/ENCFF634YGE.bigWig	low read depth			
ENCFF458ZZC	bigWig	read-depth normalized signal	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF880FQL	544289076	ENCODE Processing Pipeline	2b51b705fc13ddf47800ced9825a4793		https://www.encodeproject.org/files/ENCFF458ZZC/@@download/ENCFF458ZZC.bigWig	GRCh38				released	s3://encode-public/2017/08/24/db262f5b-363b-4d2a-8884-280b3d622bb8/ENCFF458ZZC.bigWig	low read depth			
ENCFF128BPC	bigWig	read-depth normalized signal	ENCSR000EON	DNase-seq	CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF677QMN	539439330	ENCODE Processing Pipeline	84393080f2d160475cb1e193c8b510d9		https://www.encodeproject.org/files/ENCFF128BPC/@@download/ENCFF128BPC.bigWig	hg19				released	s3://encode-public/2017/09/05/9b997843-295a-4d10-bad0-8d84ea4f6728/ENCFF128BPC.bigWig	low read depth			
